TABLETYP,ICD10,Pure Victorian Logical,,,,
E,W8090,91209,,,,
E,W8091,91209,,,,
E,W8092,91209,,,,
E,W8093,91209,,,,
E,W8094,91209,,,,
E,W8098,91209,,,,
E,W8099,91209,,,,
E,W8100,91320,,,,
E,W8101,91320,,,,
E,W8102,91320,,,,
E,W8103,91320,,,,
E,W8104,91320,,,,
E,W8108,91320,,,,
E,W8109,91320,,,,
E,W8110,91327,,,,
E,W8111,91327,,,,
E,W8112,91327,,,,
E,W8113,91327,,,,
E,W8114,91327,,,,
E,W8118,91327,,,,
E,W8119,91327,,,,
E,W8120,91326,,,,
E,W8121,91326,,,,
E,W8122,91326,,,,
E,W8123,91326,,,,
E,W8124,91326,,,,
E,W8128,91326,,,,
E,W8129,91326,,,,
E,W8130,91324,,,,
E,W8131,91324,,,,
E,W8132,91324,,,,
E,W8133,91324,,,,
E,W8134,91324,,,,
E,W8138,91324,,,,
E,W8139,91324,,,,
E,W8140,91325,,,,
E,W8141,91325,,,,
E,W8142,91325,,,,
E,W8143,91325,,,,
E,W8144,91325,,,,
E,W8148,91325,,,,
E,W8149,91325,,,,
E,W8150,91326,,,,
E,W8151,91326,,,,
E,W8152,91326,,,,
E,W8153,91326,,,,
E,W8154,91326,,,,
E,W8158,91326,,,,
E,W8159,91326,,,,
E,W8160,91323,,,,
E,W8161,91323,,,,
E,W8162,91323,,,,
E,W8163,91323,,,,
E,W8164,91323,,,,
E,W8168,91323,,,,
E,W8169,91323,,,,
E,W8170,91321,,,,
E,W8171,91321,,,,
E,W8172,91321,,,,
E,W8173,91321,,,,
E,W8174,91321,,,,
E,W8178,91321,,,,
E,W8179,91321,,,,
E,W8180,91328,,,,
E,W8181,91328,,,,
E,W8182,91328,,,,
E,W8183,91328,,,,
E,W8184,91328,,,,
E,W8188,91328,,,,
E,W8189,91328,,,,
E,W8190,91329,,,,
E,W8191,91329,,,,
E,W8192,91329,,,,
E,W8193,91329,,,,
E,W8194,91329,,,,
E,W8198,91329,,,,
E,W8199,91329,,,,
E,W8300,91310,,,,
E,W8301,91310,,,,
E,W8302,91310,,,,
E,W8303,91310,,,,
E,W8304,91310,,,,
E,W8308,91310,,,,
E,W8309,91310,,,,
E,W8310,91317,,,,
E,W8311,91317,,,,
E,W8312,91317,,,,
E,W8313,91317,,,,
E,W8314,91317,,,,
E,W8318,91317,,,,
E,W8319,91317,,,,
E,W8320,91316,,,,
E,W8321,91316,,,,
E,W8322,91316,,,,
E,W8323,91316,,,,
E,W8324,91316,,,,
E,W8328,91316,,,,
E,W8329,91316,,,,
E,W8330,91314,,,,
E,W8331,91314,,,,
E,W8332,91314,,,,
E,W8333,91314,,,,
E,W8334,91314,,,,
E,W8338,91314,,,,
E,W8339,91314,,,,
E,W8340,91315,,,,
E,W8341,91315,,,,
E,W8342,91315,,,,
E,W8343,91315,,,,
E,W8344,91315,,,,
E,W8348,91315,,,,
E,W8349,91315,,,,
E,W8350,91316,,,,
E,W8351,91316,,,,
E,W8352,91316,,,,
E,W8353,91316,,,,
E,W8354,91316,,,,
E,W8358,91316,,,,
E,W8359,91316,,,,
E,W8360,91313,,,,
E,W8361,91313,,,,
E,W8362,91313,,,,
E,W8363,91313,,,,
E,W8364,91313,,,,
E,W8368,91313,,,,
E,W8369,91313,,,,
E,W8370,91311,,,,
E,W8371,91311,,,,
E,W8372,91311,,,,
E,W8373,91311,,,,
E,W8374,91311,,,,
E,W8378,91311,,,,
E,W8379,91311,,,,
E,W8380,91318,,,,
E,W8381,91318,,,,
E,W8382,91318,,,,
E,W8383,91318,,,,
E,W8384,91318,,,,
E,W8388,91318,,,,
E,W8389,91318,,,,
E,W8390,91319,,,,
E,W8391,91319,,,,
E,W8392,91319,,,,
E,W8393,91319,,,,
E,W8394,91319,,,,
E,W8398,91319,,,,
E,W8399,91319,,,,
E,W8400,91390,,,,
E,W8401,91390,,,,
E,W8402,91390,,,,
E,W8403,91390,,,,
E,W8404,91390,,,,
E,W8408,91390,,,,
E,W8409,91390,,,,
E,W8410,91397,,,,
E,W8411,91397,,,,
E,W8412,91397,,,,
E,W8413,91397,,,,
E,W8414,91397,,,,
E,W8418,91397,,,,
E,W8419,91397,,,,
E,W8420,91396,,,,
E,W8421,91396,,,,
E,W8422,91396,,,,
E,W8423,91396,,,,
E,W8424,91396,,,,
E,W8428,91396,,,,
E,W8429,91396,,,,
E,W8430,91394,,,,
E,W8431,91394,,,,
E,W8432,91394,,,,
E,W8433,91394,,,,
E,W8434,91394,,,,
E,W8438,91394,,,,
E,W8439,91394,,,,
E,W8440,91395,,,,
E,W8441,91395,,,,
E,W8442,91395,,,,
E,W8443,91395,,,,
E,W8444,91395,,,,
E,W8448,91395,,,,
E,W8449,91395,,,,
E,W8450,91396,,,,
E,W8451,91396,,,,
E,W8452,91396,,,,
E,W8453,91396,,,,
E,W8454,91396,,,,
E,W8458,91396,,,,
E,W8459,91396,,,,
E,W8460,91393,,,,
E,W8461,91393,,,,
E,W8462,91393,,,,
E,W8463,91393,,,,
E,W8464,91393,,,,
E,W8468,91393,,,,
E,W8469,91393,,,,
E,W8470,91391,,,,
E,W8471,91391,,,,
E,W8472,91391,,,,
E,W8473,91391,,,,
E,W8474,91391,,,,
E,W8478,91391,,,,
E,W8479,91391,,,,
E,W8480,91398,,,,
E,W8481,91398,,,,
E,W8482,91398,,,,
E,W8483,91398,,,,
E,W8484,91398,,,,
E,W8488,91398,,,,
E,W8489,91398,,,,
E,W8490,91399,,,,
E,W8491,91399,,,,
E,W8492,91399,,,,
E,W8493,91399,,,,
E,W8494,91399,,,,
E,W8498,91399,,,,
E,W8499,91399,,,,
E,W8500,92510,,,,
E,W8501,92510,,,,
E,W8502,92510,,,,
E,W8503,92510,,,,
E,W8504,92510,,,,
E,W8508,92510,,,,
E,W8509,92510,,,,
E,W8510,92517,,,,
E,W8511,92517,,,,
E,W8512,92517,,,,
E,W8513,92517,,,,
E,W8514,92517,,,,
E,W8518,92517,,,,
E,W8519,92517,,,,
E,W8520,92516,,,,
E,W8521,92516,,,,
E,W8522,92516,,,,
E,W8523,92516,,,,
E,W8524,92516,,,,
E,W8528,92516,,,,
E,W8529,92516,,,,
E,W8530,92514,,,,
E,W8531,92514,,,,
E,W8532,92514,,,,
E,W8533,92514,,,,
E,W8534,92514,,,,
E,W8538,92514,,,,
E,W8539,92514,,,,
E,W8540,92515,,,,
E,W8541,92515,,,,
E,W8542,92515,,,,
E,W8543,92515,,,,
E,W8544,92515,,,,
E,W8548,92515,,,,
E,W8549,92515,,,,
E,W8550,92516,,,,
E,W8551,92516,,,,
E,W8552,92516,,,,
E,W8553,92516,,,,
E,W8554,92516,,,,
E,W8558,92516,,,,
E,W8559,92516,,,,
E,W8560,92513,,,,
E,W8561,92513,,,,
E,W8562,92513,,,,
E,W8563,92513,,,,
E,W8564,92513,,,,
E,W8568,92513,,,,
E,W8569,92513,,,,
E,W8570,92511,,,,
E,W8571,92511,,,,
E,W8572,92511,,,,
E,W8573,92511,,,,
E,W8574,92511,,,,
E,W8578,92511,,,,
E,W8579,92511,,,,
E,W8580,92518,,,,
E,W8581,92518,,,,
E,W8582,92518,,,,
E,W8583,92518,,,,
E,W8584,92518,,,,
E,W8588,92518,,,,
E,W8589,92518,,,,
E,W8590,92519,,,,
E,W8591,92519,,,,
E,W8592,92519,,,,
E,W8593,92519,,,,
E,W8594,92519,,,,
E,W8598,92519,,,,
E,W8599,92519,,,,
E,W8600,92500,,,,
E,W8601,92500,,,,
E,W8602,92500,,,,
E,W8603,92500,,,,
E,W8604,92500,,,,
E,W8608,92500,,,,
E,W8609,92500,,,,
E,W8610,92507,,,,
E,W8611,92507,,,,
E,W8612,92507,,,,
E,W8613,92507,,,,
E,W8614,92507,,,,
E,W8618,92507,,,,
E,W8619,92507,,,,
E,W8620,92506,,,,
E,W8621,92506,,,,
E,W8622,92506,,,,
E,W8623,92506,,,,
E,W8624,92506,,,,
E,W8628,92506,,,,
E,W8629,92506,,,,
E,W8630,92504,,,,
E,W8631,92504,,,,
E,W8632,92504,,,,
E,W8633,92504,,,,
E,W8634,92504,,,,
E,W8638,92504,,,,
E,W8639,92504,,,,
E,W8640,92505,,,,
E,W8641,92505,,,,
E,W8642,92505,,,,
E,W8643,92505,,,,
E,W8644,92505,,,,
E,W8648,92505,,,,
E,W8649,92505,,,,
E,W8650,92506,,,,
E,W8651,92506,,,,
E,W8652,92506,,,,
E,W8653,92506,,,,
E,W8654,92506,,,,
E,W8658,92506,,,,
E,W8659,92506,,,,
E,W8660,92503,,,,
E,W8661,92503,,,,
E,W8662,92503,,,,
E,W8663,92503,,,,
E,W8664,92503,,,,
E,W8668,92503,,,,
E,W8669,92503,,,,
E,W8670,92501,,,,
E,W8671,92501,,,,
E,W8672,92501,,,,
E,W8673,92501,,,,
E,W8674,92501,,,,
E,W8678,92501,,,,
E,W8679,92501,,,,
E,W8680,92508,,,,
E,W8681,92508,,,,
E,W8682,92508,,,,
E,W8683,92508,,,,
E,W8684,92508,,,,
E,W8688,92508,,,,
E,W8689,92508,,,,
E,W8690,92509,,,,
E,W8691,92509,,,,
E,W8692,92509,,,,
E,W8693,92509,,,,
E,W8694,92509,,,,
E,W8698,92509,,,,
E,W8699,92509,,,,
E,W8700,92590,,,,
E,W8701,92590,,,,
E,W8702,92590,,,,
E,W8703,92590,,,,
E,W8704,92590,,,,
E,W8708,92590,,,,
E,W8709,92590,,,,
E,W8710,92597,,,,
E,W8711,92597,,,,
E,W8712,92597,,,,
E,W8713,92597,,,,
E,W8714,92597,,,,
E,W8718,92597,,,,
E,W8719,92597,,,,
E,W8720,92596,,,,
E,W8721,92596,,,,
E,W8722,92596,,,,
E,W8723,92596,,,,
E,W8724,92596,,,,
E,W8728,92596,,,,
E,W8729,92596,,,,
E,W8730,92594,,,,
E,W8731,92594,,,,
E,W8732,92594,,,,
E,W8733,92594,,,,
E,W8734,92594,,,,
E,W8738,92594,,,,
E,W8739,92594,,,,
E,W8740,92595,,,,
E,W8741,92595,,,,
E,W8742,92595,,,,
E,W8743,92595,,,,
E,W8744,92595,,,,
E,W8748,92595,,,,
E,W8749,92595,,,,
E,W8750,92596,,,,
E,W8751,92596,,,,
E,W8752,92596,,,,
E,W8753,92596,,,,
E,W8754,92596,,,,
E,W8758,92596,,,,
E,W8759,92596,,,,
E,W8760,92593,,,,
E,W8761,92593,,,,
E,W8762,92593,,,,
E,W8763,92593,,,,
E,W8764,92593,,,,
E,W8768,92593,,,,
E,W8769,92593,,,,
E,W8770,92591,,,,
E,W8771,92591,,,,
E,W8772,92591,,,,
E,W8773,92591,,,,
E,W8774,92591,,,,
E,W8778,92591,,,,
E,W8779,92591,,,,
E,W8780,92598,,,,
E,W8781,92598,,,,
E,W8782,92598,,,,
E,W8783,92598,,,,
E,W8784,92598,,,,
E,W8788,92598,,,,
E,W8789,92598,,,,
E,W8790,92599,,,,
E,W8791,92599,,,,
E,W8792,92599,,,,
E,W8793,92599,,,,
E,W8794,92599,,,,
E,W8798,92599,,,,
E,W8799,92599,,,,
E,W8800,92639,,,,
E,W8801,92639,,,,
E,W8802,92639,,,,
E,W8803,92639,,,,
E,W8804,92639,,,,
E,W8808,92639,,,,
E,W8809,92639,,,,
E,W8810,92637,,,,
E,W8811,92637,,,,
E,W8812,92637,,,,
E,W8813,92637,,,,
E,W8814,92637,,,,
E,W8818,92637,,,,
E,W8819,92637,,,,
E,W8820,92636,,,,
E,W8821,92636,,,,
E,W8822,92636,,,,
E,W8823,92636,,,,
E,W8824,92636,,,,
E,W8828,92636,,,,
E,W8829,92636,,,,
E,W8830,92639,,,,
E,W8831,92639,,,,
E,W8832,92639,,,,
E,W8833,92639,,,,
E,W8834,92639,,,,
E,W8838,92639,,,,
E,W8839,92639,,,,
E,W8840,92639,,,,
E,W8841,92639,,,,
E,W8842,92639,,,,
E,W8843,92639,,,,
E,W8844,92639,,,,
E,W8848,92639,,,,
E,W8849,92639,,,,
E,W8850,92636,,,,
E,W8851,92636,,,,
E,W8852,92636,,,,
E,W8853,92636,,,,
E,W8854,92636,,,,
E,W8858,92636,,,,
E,W8859,92636,,,,
E,W8860,92633,,,,
E,W8861,92633,,,,
E,W8862,92633,,,,
E,W8863,92633,,,,
E,W8864,92633,,,,
E,W8868,92633,,,,
E,W8869,92633,,,,
E,W8870,92639,,,,
E,W8871,92639,,,,
E,W8872,92639,,,,
E,W8873,92639,,,,
E,W8874,92639,,,,
E,W8878,92639,,,,
E,W8879,92639,,,,
E,W8880,92638,,,,
E,W8881,92638,,,,
E,W8882,92638,,,,
E,W8883,92638,,,,
E,W8884,92638,,,,
E,W8888,92638,,,,
E,W8889,92638,,,,
E,W8890,92639,,,,
E,W8891,92639,,,,
E,W8892,92639,,,,
E,W8893,92639,,,,
E,W8894,92639,,,,
E,W8898,92639,,,,
E,W8899,92639,,,,
E,W8900,92620,,,,
E,W8901,92620,,,,
E,W8902,92620,,,,
E,W8903,92620,,,,
E,W8904,92620,,,,
E,W8908,92620,,,,
E,W8909,92620,,,,
E,W8910,92627,,,,
E,W8911,92627,,,,
E,W8912,92627,,,,
E,W8913,92627,,,,
E,W8914,92627,,,,
E,W8918,92627,,,,
E,W8919,92627,,,,
E,W8920,92626,,,,
E,W8921,92626,,,,
E,W8922,92626,,,,
E,W8923,92626,,,,
E,W8924,92626,,,,
E,W8928,92626,,,,
E,W8929,92626,,,,
E,W8930,92624,,,,
E,W8931,92624,,,,
E,W8932,92624,,,,
E,W8933,92624,,,,
E,W8934,92624,,,,
E,W8938,92624,,,,
E,W8939,92624,,,,
E,W8940,92625,,,,
E,W8941,92625,,,,
E,W8942,92625,,,,
E,W8943,92625,,,,
E,W8944,92625,,,,
E,W8948,92625,,,,
E,W8949,92625,,,,
E,W8950,92626,,,,
E,W8951,92626,,,,
E,W8952,92626,,,,
E,W8953,92626,,,,
E,W8954,92626,,,,
E,W8958,92626,,,,
E,W8959,92626,,,,
E,W8960,92623,,,,
E,W8961,92623,,,,
E,W8962,92623,,,,
E,W8963,92623,,,,
E,W8964,92623,,,,
E,W8968,92623,,,,
E,W8969,92623,,,,
E,W8970,92621,,,,
E,W8971,92621,,,,
E,W8972,92621,,,,
E,W8973,92621,,,,
E,W8974,92621,,,,
E,W8978,92621,,,,
E,W8979,92621,,,,
E,W8980,92628,,,,
E,W8981,92628,,,,
E,W8982,92628,,,,
E,W8983,92628,,,,
E,W8984,92628,,,,
E,W8988,92628,,,,
E,W8989,92628,,,,
E,W8990,92629,,,,
E,W8991,92629,,,,
E,W8992,92629,,,,
E,W8993,92629,,,,
E,W8994,92629,,,,
E,W8998,92629,,,,
E,W8999,92629,,,,
E,W9000,92689,,,,
E,W9001,92689,,,,
E,W9002,92689,,,,
E,W9003,92689,,,,
E,W9004,92689,,,,
E,W9008,92689,,,,
E,W9009,92689,,,,
E,W9010,92687,,,,
E,W9011,92687,,,,
E,W9012,92687,,,,
E,W9013,92687,,,,
E,W9014,92687,,,,
E,W9018,92687,,,,
E,W9019,92687,,,,
E,W9020,92686,,,,
E,W9021,92686,,,,
E,W9022,92686,,,,
E,W9023,92686,,,,
E,W9024,92686,,,,
E,W9028,92686,,,,
E,W9029,92686,,,,
E,W9030,92689,,,,
E,W9031,92689,,,,
E,W9032,92689,,,,
E,W9033,92689,,,,
E,W9034,92689,,,,
E,W9038,92689,,,,
E,W9039,92689,,,,
E,W9040,92689,,,,
E,W9041,92689,,,,
E,W9042,92689,,,,
E,W9043,92689,,,,
E,W9044,92689,,,,
E,W9048,92689,,,,
E,W9049,92689,,,,
E,W9050,92686,,,,
E,W9051,92686,,,,
E,W9052,92686,,,,
E,W9053,92686,,,,
E,W9054,92686,,,,
E,W9058,92686,,,,
E,W9059,92686,,,,
E,W9060,92683,,,,
E,W9061,92683,,,,
E,W9062,92683,,,,
E,W9063,92683,,,,
E,W9064,92683,,,,
E,W9068,92683,,,,
E,W9069,92683,,,,
E,W9070,92688,,,,
E,W9071,92688,,,,
E,W9072,92688,,,,
E,W9073,92688,,,,
E,W9074,92688,,,,
E,W9078,92688,,,,
E,W9079,92688,,,,
E,W9080,92688,,,,
E,W9081,92688,,,,
E,W9082,92688,,,,
E,W9083,92688,,,,
E,W9084,92688,,,,
E,W9088,92688,,,,
E,W9089,92688,,,,
E,W9090,92689,,,,
E,W9091,92689,,,,
E,W9092,92689,,,,
E,W9093,92689,,,,
E,W9094,92689,,,,
E,W9098,92689,,,,
E,W9099,92689,,,,
E,W9100,92690,,,,
E,W9101,92690,,,,
E,W9102,92690,,,,
E,W9103,92690,,,,
E,W9104,92690,,,,
E,W9108,92690,,,,
E,W9109,92690,,,,
E,W9110,92697,,,,
E,W9111,92697,,,,
E,W9112,92697,,,,
E,W9113,92697,,,,
E,W9114,92697,,,,
E,W9118,92697,,,,
E,W9119,92697,,,,
E,W9120,92696,,,,
E,W9121,92696,,,,
E,W9122,92696,,,,
E,W9123,92696,,,,
E,W9124,92696,,,,
E,W9128,92696,,,,
E,W9129,92696,,,,
E,W9130,92694,,,,
E,W9131,92694,,,,
E,W9132,92694,,,,
E,W9133,92694,,,,
E,W9134,92694,,,,
E,W9138,92694,,,,
E,W9139,92694,,,,
E,W9140,92695,,,,
E,W9141,92695,,,,
E,W9142,92695,,,,
E,W9143,92695,,,,
E,W9144,92695,,,,
E,W9148,92695,,,,
E,W9149,92695,,,,
E,W9150,92696,,,,
E,W9151,92696,,,,
E,W9152,92696,,,,
E,W9153,92696,,,,
E,W9154,92696,,,,
E,W9158,92696,,,,
E,W9159,92696,,,,
E,W9160,92693,,,,
E,W9161,92693,,,,
E,W9162,92693,,,,
E,W9163,92693,,,,
E,W9164,92693,,,,
E,W9168,92693,,,,
E,W9169,92693,,,,
E,W9170,92691,,,,
E,W9171,92691,,,,
E,W9172,92691,,,,
E,W9173,92691,,,,
E,W9174,92691,,,,
E,W9178,92691,,,,
E,W9179,92691,,,,
E,W9180,92698,,,,
E,W9181,92698,,,,
E,W9182,92698,,,,
E,W9183,92698,,,,
E,W9184,92698,,,,
E,W9188,92698,,,,
E,W9189,92698,,,,
E,W9190,92699,,,,
E,W9191,92699,,,,
E,W9192,92699,,,,
E,W9193,92699,,,,
E,W9194,92699,,,,
E,W9198,92699,,,,
E,W9199,92699,,,,
E,W9200,90010,,,,
E,W9201,90010,,,,
E,W9202,90010,,,,
E,W9203,90010,,,,
E,W9204,90010,,,,
E,W9208,90010,,,,
E,W9209,90010,,,,
E,W9210,90017,,,,
E,W9211,90017,,,,
E,W9212,90017,,,,
E,W9213,90017,,,,
E,W9214,90017,,,,
E,W9218,90017,,,,
E,W9219,90017,,,,
E,W9220,90016,,,,
E,W9221,90016,,,,
E,W9222,90016,,,,
E,W9223,90016,,,,
E,W9224,90016,,,,
E,W9228,90016,,,,
E,W9229,90016,,,,
E,W9230,90014,,,,
E,W9231,90014,,,,
E,W9232,90014,,,,
E,W9233,90014,,,,
E,W9234,90014,,,,
E,W9238,90014,,,,
E,W9239,90014,,,,
E,W9240,90015,,,,
E,W9241,90015,,,,
E,W9242,90015,,,,
E,W9243,90015,,,,
E,W9244,90015,,,,
E,W9248,90015,,,,
E,W9249,90015,,,,
E,W9250,90016,,,,
E,W9251,90016,,,,
E,W9252,90016,,,,
E,W9253,90016,,,,
E,W9254,90016,,,,
E,W9258,90016,,,,
E,W9259,90016,,,,
E,W9260,90013,,,,
E,W9261,90013,,,,
E,W9262,90013,,,,
E,W9263,90013,,,,
E,W9264,90013,,,,
E,W9268,90013,,,,
E,W9269,90013,,,,
E,W9270,90011,,,,
E,W9271,90011,,,,
E,W9272,90011,,,,
E,W9273,90011,,,,
E,W9274,90011,,,,
E,W9278,90011,,,,
E,W9279,90011,,,,
E,W9280,90018,,,,
E,W9281,90018,,,,
E,W9282,90018,,,,
E,W9283,90018,,,,
E,W9284,90018,,,,
E,W9288,90018,,,,
E,W9289,90018,,,,
E,W9290,90019,,,,
E,W9291,90019,,,,
E,W9292,90019,,,,
E,W9293,90019,,,,
E,W9294,90019,,,,
E,W9298,90019,,,,
E,W9299,90019,,,,
E,W9300,90110,,,,
E,W9301,90110,,,,
E,W9302,90110,,,,
E,W9303,90110,,,,
E,W9304,90110,,,,
E,W9308,90110,,,,
E,W9309,90110,,,,
E,W9310,90117,,,,
E,W9311,90117,,,,
E,W9312,90117,,,,
E,W9313,90117,,,,
E,W9314,90117,,,,
E,W9318,90117,,,,
E,W9319,90117,,,,
E,W9320,90116,,,,
E,W9321,90116,,,,
E,W9322,90116,,,,
E,W9323,90116,,,,
E,W9324,90116,,,,
E,W9328,90116,,,,
E,W9329,90116,,,,
E,W9330,90114,,,,
E,W9331,90114,,,,
E,W9332,90114,,,,
E,W9333,90114,,,,
E,W9334,90114,,,,
E,W9338,90114,,,,
E,W9339,90114,,,,
E,W9340,90115,,,,
E,W9341,90115,,,,
E,W9342,90115,,,,
E,W9343,90115,,,,
E,W9344,90115,,,,
E,W9348,90115,,,,
E,W9349,90115,,,,
E,W9350,90116,,,,
E,W9351,90116,,,,
E,W9352,90116,,,,
E,W9353,90116,,,,
E,W9354,90116,,,,
E,W9358,90116,,,,
E,W9359,90116,,,,
E,W9360,90113,,,,
E,W9361,90113,,,,
E,W9362,90113,,,,
E,W9363,90113,,,,
E,W9364,90113,,,,
E,W9368,90113,,,,
E,W9369,90113,,,,
E,W9370,90111,,,,
E,W9371,90111,,,,
E,W9372,90111,,,,
E,W9373,90111,,,,
E,W9374,90111,,,,
E,W9378,90111,,,,
E,W9379,90111,,,,
E,W9380,90118,,,,
E,W9381,90118,,,,
E,W9382,90118,,,,
E,W9383,90118,,,,
E,W9384,90118,,,,
E,W9388,90118,,,,
E,W9389,90118,,,,
E,W9390,90119,,,,
E,W9391,90119,,,,
E,W9392,90119,,,,
E,W9393,90119,,,,
E,W9394,90119,,,,
E,W9398,90119,,,,
E,W9399,90119,,,,
E,W9400,90289,,,,
E,W9401,90289,,,,
E,W9402,90289,,,,
E,W9403,90289,,,,
E,W9404,90289,,,,
E,W9408,90289,,,,
E,W9409,90288,,,,
E,W9410,90289,,,,
E,W9411,90289,,,,
E,W9412,90289,,,,
E,W9413,90289,,,,
E,W9414,90289,,,,
E,W9418,90289,,,,
E,W9419,90289,,,,
E,W9420,90289,,,,
E,W9421,90289,,,,
E,W9422,90289,,,,
E,W9423,90289,,,,
E,W9424,90289,,,,
E,W9428,90289,,,,
E,W9429,90289,,,,
E,W9430,90288,,,,
E,W9431,90288,,,,
E,W9432,90288,,,,
E,W9433,90288,,,,
E,W9434,90288,,,,
E,W9438,90288,,,,
E,W9439,90288,,,,
E,W9440,90289,,,,
E,W9441,90289,,,,
E,W9442,90289,,,,
E,W9443,90289,,,,
E,W9444,90289,,,,
E,W9448,90289,,,,
E,W9449,90289,,,,
E,W9450,90288,,,,
E,W9451,90288,,,,
E,W9452,90288,,,,
E,W9453,90288,,,,
E,W9454,90288,,,,
E,W9458,90288,,,,
E,W9459,90288,,,,
E,W9460,90288,,,,
E,W9461,90288,,,,
E,W9462,90288,,,,
E,W9463,90288,,,,
E,W9464,90288,,,,
E,W9468,90288,,,,
E,W9469,90288,,,,
E,W9470,90288,,,,
E,W9471,90288,,,,
E,W9472,90288,,,,
E,W9473,90288,,,,
E,W9474,90288,,,,
E,W9478,90288,,,,
E,W9479,90288,,,,
E,W9480,90288,,,,
E,W9481,90288,,,,
E,W9482,90288,,,,
E,W9483,90288,,,,
E,W9484,90288,,,,
E,W9488,90288,,,,
E,W9489,90288,,,,
E,W9490,90289,,,,
E,W9491,90289,,,,
E,W9492,90289,,,,
E,W9493,90289,,,,
E,W9494,90289,,,,
E,W9498,90289,,,,
E,W9499,90289,,,,
E,W9900,92880,,,,
E,W9901,92880,,,,
E,W9902,92880,,,,
E,W9903,92880,,,,
E,W9904,92880,,,,
E,W9908,92880,,,,
E,W9909,92880,,,,
E,W9910,92887,,,,
E,W9911,92887,,,,
E,W9912,92887,,,,
E,W9913,92887,,,,
E,W9914,92887,,,,
E,W9918,92887,,,,
E,W9919,92887,,,,
E,W9920,92886,,,,
E,W9921,92886,,,,
E,W9922,92886,,,,
E,W9923,92886,,,,
E,W9924,92886,,,,
E,W9928,92886,,,,
E,W9929,92886,,,,
E,W9930,92884,,,,
E,W9931,92884,,,,
E,W9932,92884,,,,
E,W9933,92884,,,,
E,W9934,92884,,,,
E,W9938,92884,,,,
E,W9939,92884,,,,
E,W9940,92885,,,,
E,W9941,92885,,,,
E,W9942,92885,,,,
E,W9943,92885,,,,
E,W9944,92885,,,,
E,W9948,92885,,,,
E,W9949,92885,,,,
E,W9950,92886,,,,
E,W9951,92886,,,,
E,W9952,92886,,,,
E,W9953,92886,,,,
E,W9954,92886,,,,
E,W9958,92886,,,,
E,W9959,92886,,,,
E,W9960,92883,,,,
E,W9961,92883,,,,
E,W9962,92883,,,,
E,W9963,92883,,,,
E,W9964,92883,,,,
E,W9968,92883,,,,
E,W9969,92883,,,,
E,W9970,92881,,,,
E,W9971,92881,,,,
E,W9972,92881,,,,
E,W9973,92881,,,,
E,W9974,92881,,,,
E,W9978,92881,,,,
E,W9979,92881,,,,
E,W9980,92888,,,,
E,W9981,92888,,,,
E,W9982,92888,,,,
E,W9983,92888,,,,
E,W9984,92888,,,,
E,W9988,92888,,,,
E,W9989,92888,,,,
E,W9990,92889,,,,
E,W9991,92889,,,,
E,W9992,92889,,,,
E,W9993,92889,,,,
E,W9994,92889,,,,
E,W9998,92889,,,,
E,W9999,92889,,,,
E,X0000,89080,,,,
E,X0001,89080,,,,
E,X0002,89080,,,,
E,X0003,89080,,,,
E,X0004,89080,,,,
E,X0008,89080,,,,
E,X0009,89080,,,,
E,X0010,89187,,,,
E,X0011,89187,,,,
E,X0012,89187,,,,
E,X0013,89187,,,,
E,X0014,89187,,,,
E,X0018,89187,,,,
E,X0019,89187,,,,
E,X0020,89186,,,,
E,X0021,89186,,,,
E,X0022,89186,,,,
E,X0023,89186,,,,
E,X0024,89186,,,,
E,X0028,89186,,,,
E,X0029,89186,,,,
E,X0030,89184,,,,
E,X0031,89184,,,,
E,X0032,89184,,,,
E,X0033,89184,,,,
E,X0034,89184,,,,
E,X0038,89184,,,,
E,X0039,89184,,,,
E,X0040,89189,,,,
E,X0041,89189,,,,
E,X0042,89189,,,,
E,X0043,89189,,,,
E,X0044,89189,,,,
E,X0048,89189,,,,
E,X0049,89189,,,,
E,X0050,89186,,,,
E,X0051,89186,,,,
E,X0052,89186,,,,
E,X0053,89186,,,,
E,X0054,89186,,,,
E,X0058,89186,,,,
E,X0059,89186,,,,
E,X0060,89183,,,,
E,X0061,89183,,,,
E,X0062,89183,,,,
E,X0063,89183,,,,
E,X0064,89183,,,,
E,X0068,89183,,,,
E,X0069,89183,,,,
E,X0070,89181,,,,
E,X0071,89181,,,,
E,X0072,89181,,,,
E,X0073,89181,,,,
E,X0074,89181,,,,
E,X0078,89181,,,,
E,X0079,89181,,,,
E,X0080,89188,,,,
E,X0081,89188,,,,
E,X0082,89188,,,,
E,X0083,89188,,,,
E,X0084,89188,,,,
E,X0088,89188,,,,
E,X0089,89188,,,,
E,X0090,89189,,,,
E,X0091,89189,,,,
E,X0092,89189,,,,
E,X0093,89189,,,,
E,X0094,89189,,,,
E,X0098,89189,,,,
E,X0099,89189,,,,
E,X0100,89200,,,,
E,X0101,89200,,,,
E,X0102,89200,,,,
E,X0103,89200,,,,
E,X0104,89200,,,,
E,X0108,89200,,,,
E,X0109,89200,,,,
E,X0110,89207,,,,
E,X0111,89207,,,,
E,X0112,89207,,,,
E,X0113,89207,,,,
E,X0114,89207,,,,
E,X0118,89207,,,,
E,X0119,89207,,,,
E,X0120,89206,,,,
E,X0121,89206,,,,
E,X0122,89206,,,,
