TABLETYP,ICD10,Pure Victorian Logical,,,,
E,W6054,92086,,,,
E,W6058,92086,,,,
E,W6059,92086,,,,
E,W6060,92083,,,,
E,W6061,92083,,,,
E,W6062,92083,,,,
E,W6063,92083,,,,
E,W6064,92083,,,,
E,W6068,92083,,,,
E,W6069,92083,,,,
E,W6070,92081,,,,
E,W6071,92081,,,,
E,W6072,92081,,,,
E,W6073,92081,,,,
E,W6074,92081,,,,
E,W6078,92081,,,,
E,W6079,92081,,,,
E,W6080,92088,,,,
E,W6081,92088,,,,
E,W6082,92088,,,,
E,W6083,92088,,,,
E,W6084,92088,,,,
E,W6088,92088,,,,
E,W6089,92088,,,,
E,W6090,92089,,,,
E,W6091,92089,,,,
E,W6092,92089,,,,
E,W6093,92089,,,,
E,W6094,92089,,,,
E,W6098,92089,,,,
E,W6099,92089,,,,
E,W6400,90680,,,,
E,W6401,90680,,,,
E,W6402,90680,,,,
E,W6403,90680,,,,
E,W6404,90680,,,,
E,W6408,90680,,,,
E,W6409,90680,,,,
E,W6410,90687,,,,
E,W6411,90687,,,,
E,W6412,90687,,,,
E,W6413,90687,,,,
E,W6414,90687,,,,
E,W6418,90687,,,,
E,W6419,90687,,,,
E,W6420,90686,,,,
E,W6421,90686,,,,
E,W6422,90686,,,,
E,W6423,90686,,,,
E,W6424,90686,,,,
E,W6428,90686,,,,
E,W6429,90686,,,,
E,W6430,90684,,,,
E,W6431,90684,,,,
E,W6432,90684,,,,
E,W6433,90684,,,,
E,W6434,90684,,,,
E,W6438,90684,,,,
E,W6439,90684,,,,
E,W6440,90685,,,,
E,W6441,90685,,,,
E,W6442,90685,,,,
E,W6443,90685,,,,
E,W6444,90685,,,,
E,W6448,90685,,,,
E,W6449,90685,,,,
E,W6450,90686,,,,
E,W6451,90686,,,,
E,W6452,90686,,,,
E,W6453,90686,,,,
E,W6454,90686,,,,
E,W6458,90686,,,,
E,W6459,90686,,,,
E,W6460,90683,,,,
E,W6461,90683,,,,
E,W6462,90683,,,,
E,W6463,90683,,,,
E,W6464,90683,,,,
E,W6468,90683,,,,
E,W6469,90683,,,,
E,W6470,90681,,,,
E,W6471,90681,,,,
E,W6472,90681,,,,
E,W6473,90681,,,,
E,W6474,90681,,,,
E,W6478,90681,,,,
E,W6479,90681,,,,
E,W6480,90688,,,,
E,W6481,90688,,,,
E,W6482,90688,,,,
E,W6483,90688,,,,
E,W6484,90688,,,,
E,W6488,90688,,,,
E,W6489,90688,,,,
E,W6490,90689,,,,
E,W6491,90689,,,,
E,W6492,90689,,,,
E,W6493,90689,,,,
E,W6494,90689,,,,
E,W6498,90689,,,,
E,W6499,90689,,,,
E,W6500,91040,,,,
E,W6501,91040,,,,
E,W6502,91040,,,,
E,W6503,91040,,,,
E,W6504,91040,,,,
E,W6508,91040,,,,
E,W6509,91040,,,,
E,W6510,91047,,,,
E,W6511,91047,,,,
E,W6512,91047,,,,
E,W6513,91047,,,,
E,W6514,91047,,,,
E,W6518,91047,,,,
E,W6519,91047,,,,
E,W6520,91049,,,,
E,W6521,91049,,,,
E,W6522,91049,,,,
E,W6523,91049,,,,
E,W6524,91049,,,,
E,W6528,91049,,,,
E,W6529,91049,,,,
E,W6530,91044,,,,
E,W6531,91044,,,,
E,W6532,91044,,,,
E,W6533,91044,,,,
E,W6534,91044,,,,
E,W6538,91044,,,,
E,W6539,91044,,,,
E,W6540,91049,,,,
E,W6541,91049,,,,
E,W6542,91049,,,,
E,W6543,91049,,,,
E,W6544,91049,,,,
E,W6548,91049,,,,
E,W6549,91049,,,,
E,W6550,91049,,,,
E,W6551,91049,,,,
E,W6552,91049,,,,
E,W6553,91049,,,,
E,W6554,91049,,,,
E,W6558,91049,,,,
E,W6559,91049,,,,
E,W6560,91049,,,,
E,W6561,91049,,,,
E,W6562,91049,,,,
E,W6563,91049,,,,
E,W6564,91049,,,,
E,W6568,91049,,,,
E,W6569,91049,,,,
E,W6570,91049,,,,
E,W6571,91049,,,,
E,W6572,91049,,,,
E,W6573,91049,,,,
E,W6574,91049,,,,
E,W6578,91049,,,,
E,W6579,91049,,,,
E,W6580,91048,,,,
E,W6581,91048,,,,
E,W6582,91048,,,,
E,W6583,91048,,,,
E,W6584,91048,,,,
E,W6588,91048,,,,
E,W6589,91048,,,,
E,W6590,91049,,,,
E,W6591,91049,,,,
E,W6592,91049,,,,
E,W6593,91049,,,,
E,W6594,91049,,,,
E,W6598,91049,,,,
E,W6599,91049,,,,
E,W6600,91040,,,,
E,W6601,91040,,,,
E,W6602,91040,,,,
E,W6603,91040,,,,
E,W6604,91040,,,,
E,W6608,91040,,,,
E,W6609,91040,,,,
E,W6610,91047,,,,
E,W6611,91047,,,,
E,W6612,91047,,,,
E,W6613,91047,,,,
E,W6614,91047,,,,
E,W6618,91047,,,,
E,W6619,91047,,,,
E,W6620,91049,,,,
E,W6621,91049,,,,
E,W6622,91049,,,,
E,W6623,91049,,,,
E,W6624,91049,,,,
E,W6628,91049,,,,
E,W6629,91049,,,,
E,W6630,91044,,,,
E,W6631,91044,,,,
E,W6632,91044,,,,
E,W6633,91044,,,,
E,W6634,91044,,,,
E,W6638,91044,,,,
E,W6639,91044,,,,
E,W6640,91049,,,,
E,W6641,91049,,,,
E,W6642,91049,,,,
E,W6643,91049,,,,
E,W6644,91049,,,,
E,W6648,91049,,,,
E,W6649,91049,,,,
E,W6650,91049,,,,
E,W6651,91049,,,,
E,W6652,91049,,,,
E,W6653,91049,,,,
E,W6654,91049,,,,
E,W6658,91049,,,,
E,W6659,91049,,,,
E,W6660,91049,,,,
E,W6661,91049,,,,
E,W6662,91049,,,,
E,W6663,91049,,,,
E,W6664,91049,,,,
E,W6668,91049,,,,
E,W6669,91049,,,,
E,W6670,91049,,,,
E,W6671,91049,,,,
E,W6672,91049,,,,
E,W6673,91049,,,,
E,W6674,91049,,,,
E,W6678,91049,,,,
E,W6679,91049,,,,
E,W6680,91048,,,,
E,W6681,91048,,,,
E,W6682,91048,,,,
E,W6683,91048,,,,
E,W6684,91048,,,,
E,W6688,91048,,,,
E,W6689,91048,,,,
E,W6690,91049,,,,
E,W6691,91049,,,,
E,W6692,91049,,,,
E,W6693,91049,,,,
E,W6694,91049,,,,
E,W6698,91049,,,,
E,W6699,91049,,,,
E,W6700,91050,,,,
E,W6701,91050,,,,
E,W6702,91050,,,,
E,W6703,91050,,,,
E,W6704,91050,,,,
E,W6708,91050,,,,
E,W6709,91050,,,,
E,W6710,91057,,,,
E,W6711,91057,,,,
E,W6712,91057,,,,
E,W6713,91057,,,,
E,W6714,91057,,,,
E,W6718,91057,,,,
E,W6719,91057,,,,
E,W6720,91056,,,,
E,W6721,91056,,,,
E,W6722,91056,,,,
E,W6723,91056,,,,
E,W6724,91056,,,,
E,W6728,91056,,,,
E,W6729,91056,,,,
E,W6730,91054,,,,
E,W6731,91054,,,,
E,W6732,91054,,,,
E,W6733,91054,,,,
E,W6734,91054,,,,
E,W6738,91054,,,,
E,W6739,91054,,,,
E,W6740,91059,,,,
E,W6741,91059,,,,
E,W6742,91059,,,,
E,W6743,91059,,,,
E,W6744,91059,,,,
E,W6748,91059,,,,
E,W6749,91059,,,,
E,W6750,91056,,,,
E,W6751,91056,,,,
E,W6752,91056,,,,
E,W6753,91056,,,,
E,W6754,91056,,,,
E,W6758,91056,,,,
E,W6759,91056,,,,
E,W6760,91058,,,,
E,W6761,91058,,,,
E,W6762,91058,,,,
E,W6763,91058,,,,
E,W6764,91058,,,,
E,W6768,91058,,,,
E,W6769,91058,,,,
E,W6770,91051,,,,
E,W6771,91051,,,,
E,W6772,91051,,,,
E,W6773,91051,,,,
E,W6774,91051,,,,
E,W6778,91051,,,,
E,W6779,91051,,,,
E,W6780,91058,,,,
E,W6781,91058,,,,
E,W6782,91058,,,,
E,W6783,91058,,,,
E,W6784,91058,,,,
E,W6788,91058,,,,
E,W6789,91058,,,,
E,W6790,91059,,,,
E,W6791,91059,,,,
E,W6792,91059,,,,
E,W6793,91059,,,,
E,W6794,91059,,,,
E,W6798,91059,,,,
E,W6799,91059,,,,
E,W6800,91060,,,,
E,W6801,91060,,,,
E,W6802,91060,,,,
E,W6803,91060,,,,
E,W6804,91060,,,,
E,W6808,91060,,,,
E,W6809,91060,,,,
E,W6810,91067,,,,
E,W6811,91067,,,,
E,W6812,91067,,,,
E,W6813,91067,,,,
E,W6814,91067,,,,
E,W6818,91067,,,,
E,W6819,91067,,,,
E,W6820,91066,,,,
E,W6821,91066,,,,
E,W6822,91066,,,,
E,W6823,91066,,,,
E,W6824,91066,,,,
E,W6828,91066,,,,
E,W6829,91066,,,,
E,W6830,91064,,,,
E,W6831,91064,,,,
E,W6832,91064,,,,
E,W6833,91064,,,,
E,W6834,91064,,,,
E,W6838,91064,,,,
E,W6839,91064,,,,
E,W6840,91069,,,,
E,W6841,91069,,,,
E,W6842,91069,,,,
E,W6843,91069,,,,
E,W6844,91069,,,,
E,W6848,91069,,,,
E,W6849,91069,,,,
E,W6850,91066,,,,
E,W6851,91066,,,,
E,W6852,91066,,,,
E,W6853,91066,,,,
E,W6854,91066,,,,
E,W6858,91066,,,,
E,W6859,91066,,,,
E,W6860,91068,,,,
E,W6861,91068,,,,
E,W6862,91068,,,,
E,W6863,91068,,,,
E,W6864,91068,,,,
E,W6868,91068,,,,
E,W6869,91068,,,,
E,W6870,91061,,,,
E,W6871,91061,,,,
E,W6872,91061,,,,
E,W6873,91061,,,,
E,W6874,91061,,,,
E,W6878,91061,,,,
E,W6879,91061,,,,
E,W6880,91068,,,,
E,W6881,91068,,,,
E,W6882,91068,,,,
E,W6883,91068,,,,
E,W6884,91068,,,,
E,W6888,91068,,,,
E,W6889,91068,,,,
E,W6890,91069,,,,
E,W6891,91069,,,,
E,W6892,91069,,,,
E,W6893,91069,,,,
E,W6894,91069,,,,
E,W6898,91069,,,,
E,W6899,91069,,,,
E,W6900,91080,,,,
E,W6901,91080,,,,
E,W6902,91080,,,,
E,W6903,91080,,,,
E,W6904,91080,,,,
E,W6908,91080,,,,
E,W6909,91080,,,,
E,W6910,91088,,,,
E,W6911,91088,,,,
E,W6912,91088,,,,
E,W6913,91088,,,,
E,W6914,91088,,,,
E,W6918,91088,,,,
E,W6919,91088,,,,
E,W6920,91088,,,,
E,W6921,91088,,,,
E,W6922,91088,,,,
E,W6923,91088,,,,
E,W6924,91088,,,,
E,W6928,91088,,,,
E,W6929,91088,,,,
E,W6930,91084,,,,
E,W6931,91084,,,,
E,W6932,91084,,,,
E,W6933,91084,,,,
E,W6934,91084,,,,
E,W6938,91084,,,,
E,W6939,91084,,,,
E,W6940,91089,,,,
E,W6941,91089,,,,
E,W6942,91089,,,,
E,W6943,91089,,,,
E,W6944,91089,,,,
E,W6948,91089,,,,
E,W6949,91089,,,,
E,W6950,91088,,,,
E,W6951,91088,,,,
E,W6952,91088,,,,
E,W6953,91088,,,,
E,W6954,91088,,,,
E,W6958,91088,,,,
E,W6959,91088,,,,
E,W6960,91083,,,,
E,W6961,91083,,,,
E,W6962,91083,,,,
E,W6963,91083,,,,
E,W6964,91083,,,,
E,W6968,91083,,,,
E,W6969,91083,,,,
E,W6970,91081,,,,
E,W6971,91081,,,,
E,W6972,91081,,,,
E,W6973,91081,,,,
E,W6974,91081,,,,
E,W6978,91081,,,,
E,W6979,91081,,,,
E,W6980,91088,,,,
E,W6981,91088,,,,
E,W6982,91088,,,,
E,W6983,91088,,,,
E,W6984,91088,,,,
E,W6988,91088,,,,
E,W6989,91088,,,,
E,W6990,91089,,,,
E,W6991,91089,,,,
E,W6992,91089,,,,
E,W6993,91089,,,,
E,W6994,91089,,,,
E,W6998,91089,,,,
E,W6999,91089,,,,
E,W7000,91070,,,,
E,W7001,91070,,,,
E,W7002,91070,,,,
E,W7003,91070,,,,
E,W7004,91070,,,,
E,W7008,91070,,,,
E,W7009,91070,,,,
E,W7010,91077,,,,
E,W7011,91077,,,,
E,W7012,91077,,,,
E,W7013,91077,,,,
E,W7014,91077,,,,
E,W7018,91077,,,,
E,W7019,91077,,,,
E,W7020,91076,,,,
E,W7021,91076,,,,
E,W7022,91076,,,,
E,W7023,91076,,,,
E,W7024,91076,,,,
E,W7028,91076,,,,
E,W7029,91076,,,,
E,W7030,91074,,,,
E,W7031,91074,,,,
E,W7032,91074,,,,
E,W7033,91074,,,,
E,W7034,91074,,,,
E,W7038,91074,,,,
E,W7039,91074,,,,
E,W7040,91079,,,,
E,W7041,91079,,,,
E,W7042,91079,,,,
E,W7043,91079,,,,
E,W7044,91079,,,,
E,W7048,91079,,,,
E,W7049,91079,,,,
E,W7050,91076,,,,
E,W7051,91076,,,,
E,W7052,91076,,,,
E,W7053,91076,,,,
E,W7054,91076,,,,
E,W7058,91076,,,,
E,W7059,91076,,,,
E,W7060,91078,,,,
E,W7061,91078,,,,
E,W7062,91078,,,,
E,W7063,91078,,,,
E,W7064,91078,,,,
E,W7068,91078,,,,
E,W7069,91078,,,,
E,W7070,91071,,,,
E,W7071,91071,,,,
E,W7072,91071,,,,
E,W7073,91071,,,,
E,W7074,91071,,,,
E,W7078,91071,,,,
E,W7079,91071,,,,
E,W7080,91078,,,,
E,W7081,91078,,,,
E,W7082,91078,,,,
E,W7083,91078,,,,
E,W7084,91078,,,,
E,W7088,91078,,,,
E,W7089,91078,,,,
E,W7090,91079,,,,
E,W7091,91079,,,,
E,W7092,91079,,,,
E,W7093,91079,,,,
E,W7094,91079,,,,
E,W7098,91079,,,,
E,W7099,91079,,,,
E,W7300,91080,,,,
E,W7301,91080,,,,
E,W7302,91080,,,,
E,W7303,91080,,,,
E,W7304,91080,,,,
E,W7308,91080,,,,
E,W7309,91080,,,,
E,W7310,91088,,,,
E,W7311,91088,,,,
E,W7312,91088,,,,
E,W7313,91088,,,,
E,W7314,91088,,,,
E,W7318,91088,,,,
E,W7319,91088,,,,
E,W7320,91088,,,,
E,W7321,91088,,,,
E,W7322,91088,,,,
E,W7323,91088,,,,
E,W7324,91088,,,,
E,W7328,91088,,,,
E,W7329,91088,,,,
E,W7330,91084,,,,
E,W7331,91084,,,,
E,W7332,91084,,,,
E,W7333,91084,,,,
E,W7334,91084,,,,
E,W7338,91084,,,,
E,W7339,91084,,,,
E,W7340,91089,,,,
E,W7341,91089,,,,
E,W7342,91089,,,,
E,W7343,91089,,,,
E,W7344,91089,,,,
E,W7348,91089,,,,
E,W7349,91089,,,,
E,W7350,91088,,,,
E,W7351,91088,,,,
E,W7352,91088,,,,
E,W7353,91088,,,,
E,W7354,91088,,,,
E,W7358,91088,,,,
E,W7359,91088,,,,
E,W7360,91083,,,,
E,W7361,91083,,,,
E,W7362,91083,,,,
E,W7363,91083,,,,
E,W7364,91083,,,,
E,W7368,91083,,,,
E,W7369,91083,,,,
E,W7370,91081,,,,
E,W7371,91081,,,,
E,W7372,91081,,,,
E,W7373,91081,,,,
E,W7374,91081,,,,
E,W7378,91081,,,,
E,W7379,91081,,,,
E,W7380,91088,,,,
E,W7381,91088,,,,
E,W7382,91088,,,,
E,W7383,91088,,,,
E,W7384,91088,,,,
E,W7388,91088,,,,
E,W7389,91088,,,,
E,W7390,91089,,,,
E,W7391,91089,,,,
E,W7392,91089,,,,
E,W7393,91089,,,,
E,W7394,91089,,,,
E,W7398,91089,,,,
E,W7399,91089,,,,
E,W7400,91090,,,,
E,W7401,91090,,,,
E,W7402,91090,,,,
E,W7403,91090,,,,
E,W7404,91090,,,,
E,W7408,91090,,,,
E,W7409,91090,,,,
E,W7410,91097,,,,
E,W7411,91097,,,,
E,W7412,91097,,,,
E,W7413,91097,,,,
E,W7414,91097,,,,
E,W7418,91097,,,,
E,W7419,91097,,,,
E,W7420,91096,,,,
E,W7421,91096,,,,
E,W7422,91096,,,,
E,W7423,91096,,,,
E,W7424,91096,,,,
E,W7428,91096,,,,
E,W7429,91096,,,,
E,W7430,91094,,,,
E,W7431,91094,,,,
E,W7432,91094,,,,
E,W7433,91094,,,,
E,W7434,91094,,,,
E,W7438,91094,,,,
E,W7439,91094,,,,
E,W7440,91099,,,,
E,W7441,91099,,,,
E,W7442,91099,,,,
E,W7443,91099,,,,
E,W7444,91099,,,,
E,W7448,91099,,,,
E,W7449,91099,,,,
E,W7450,91096,,,,
E,W7451,91096,,,,
E,W7452,91096,,,,
E,W7453,91096,,,,
E,W7454,91096,,,,
E,W7458,91096,,,,
E,W7459,91096,,,,
E,W7460,91093,,,,
E,W7461,91093,,,,
E,W7462,91093,,,,
E,W7463,91093,,,,
E,W7464,91093,,,,
E,W7468,91093,,,,
E,W7469,91093,,,,
E,W7470,91091,,,,
E,W7471,91091,,,,
E,W7472,91091,,,,
E,W7473,91091,,,,
E,W7474,91091,,,,
E,W7478,91091,,,,
E,W7479,91091,,,,
E,W7480,91098,,,,
E,W7481,91098,,,,
E,W7482,91098,,,,
E,W7483,91098,,,,
E,W7484,91098,,,,
E,W7488,91098,,,,
E,W7489,91098,,,,
E,W7490,91099,,,,
E,W7491,91099,,,,
E,W7492,91099,,,,
E,W7493,91099,,,,
E,W7494,91099,,,,
E,W7498,91099,,,,
E,W7499,91099,,,,
E,W7500,91300,,,,
E,W7501,91300,,,,
E,W7502,91300,,,,
E,W7503,91300,,,,
E,W7504,91300,,,,
E,W7508,91300,,,,
E,W7509,91300,,,,
E,W7510,91307,,,,
E,W7511,91307,,,,
E,W7512,91307,,,,
E,W7513,91307,,,,
E,W7514,91307,,,,
E,W7518,91307,,,,
E,W7519,91307,,,,
E,W7520,91306,,,,
E,W7521,91306,,,,
E,W7522,91306,,,,
E,W7523,91306,,,,
E,W7524,91306,,,,
E,W7528,91306,,,,
E,W7529,91306,,,,
E,W7530,91304,,,,
E,W7531,91304,,,,
E,W7532,91304,,,,
E,W7533,91304,,,,
E,W7534,91304,,,,
E,W7538,91304,,,,
E,W7539,91304,,,,
E,W7540,91309,,,,
E,W7541,91309,,,,
E,W7542,91309,,,,
E,W7543,91309,,,,
E,W7544,91309,,,,
E,W7548,91309,,,,
E,W7549,91309,,,,
E,W7550,91306,,,,
E,W7551,91306,,,,
E,W7552,91306,,,,
E,W7553,91306,,,,
E,W7554,91306,,,,
E,W7558,91306,,,,
E,W7559,91306,,,,
E,W7560,91303,,,,
E,W7561,91303,,,,
E,W7562,91303,,,,
E,W7563,91303,,,,
E,W7564,91303,,,,
E,W7568,91303,,,,
E,W7569,91303,,,,
E,W7570,91301,,,,
E,W7571,91301,,,,
E,W7572,91301,,,,
E,W7573,91301,,,,
E,W7574,91301,,,,
E,W7578,91301,,,,
E,W7579,91301,,,,
E,W7580,91308,,,,
E,W7581,91308,,,,
E,W7582,91308,,,,
E,W7583,91308,,,,
E,W7584,91308,,,,
E,W7588,91308,,,,
E,W7589,91308,,,,
E,W7590,91309,,,,
E,W7591,91309,,,,
E,W7592,91309,,,,
E,W7593,91309,,,,
E,W7594,91309,,,,
E,W7598,91309,,,,
E,W7599,91309,,,,
E,W7600,91380,,,,
E,W7601,91380,,,,
E,W7602,91380,,,,
E,W7603,91380,,,,
E,W7604,91380,,,,
E,W7608,91380,,,,
E,W7609,91380,,,,
E,W7610,91387,,,,
E,W7611,91387,,,,
E,W7612,91387,,,,
E,W7613,91387,,,,
E,W7614,91387,,,,
E,W7618,91387,,,,
E,W7619,91387,,,,
E,W7620,91386,,,,
E,W7621,91386,,,,
E,W7622,91386,,,,
E,W7623,91386,,,,
E,W7624,91386,,,,
E,W7628,91386,,,,
E,W7629,91386,,,,
E,W7630,91384,,,,
E,W7631,91384,,,,
E,W7632,91384,,,,
E,W7633,91384,,,,
E,W7634,91384,,,,
E,W7638,91384,,,,
E,W7639,91384,,,,
E,W7640,91385,,,,
E,W7641,91385,,,,
E,W7642,91385,,,,
E,W7643,91385,,,,
E,W7644,91385,,,,
E,W7648,91385,,,,
E,W7649,91385,,,,
E,W7650,91386,,,,
E,W7651,91386,,,,
E,W7652,91386,,,,
E,W7653,91386,,,,
E,W7654,91386,,,,
E,W7658,91386,,,,
E,W7659,91386,,,,
E,W7660,91383,,,,
E,W7661,91383,,,,
E,W7662,91383,,,,
E,W7663,91383,,,,
E,W7664,91383,,,,
E,W7668,91383,,,,
E,W7669,91383,,,,
E,W7670,91381,,,,
E,W7671,91381,,,,
E,W7672,91381,,,,
E,W7673,91381,,,,
E,W7674,91381,,,,
E,W7678,91381,,,,
E,W7679,91381,,,,
E,W7680,91388,,,,
E,W7681,91388,,,,
E,W7682,91388,,,,
E,W7683,91388,,,,
E,W7684,91388,,,,
E,W7688,91388,,,,
E,W7689,91388,,,,
E,W7690,91389,,,,
E,W7691,91389,,,,
E,W7692,91389,,,,
E,W7693,91389,,,,
E,W7694,91389,,,,
E,W7698,91389,,,,
E,W7699,91389,,,,
E,W7700,91330,,,,
E,W7701,91330,,,,
E,W7702,91330,,,,
E,W7703,91330,,,,
E,W7704,91330,,,,
E,W7708,91330,,,,
E,W7709,91330,,,,
E,W7710,91337,,,,
E,W7711,91337,,,,
E,W7712,91337,,,,
E,W7713,91337,,,,
E,W7714,91337,,,,
E,W7718,91337,,,,
E,W7719,91337,,,,
E,W7720,91336,,,,
E,W7721,91336,,,,
E,W7722,91336,,,,
E,W7723,91336,,,,
E,W7724,91336,,,,
E,W7728,91336,,,,
E,W7729,91336,,,,
E,W7730,91334,,,,
E,W7731,91334,,,,
E,W7732,91334,,,,
E,W7733,91334,,,,
E,W7734,91334,,,,
E,W7738,91334,,,,
E,W7739,91334,,,,
E,W7740,91335,,,,
E,W7741,91335,,,,
E,W7742,91335,,,,
E,W7743,91335,,,,
E,W7744,91335,,,,
E,W7748,91335,,,,
E,W7749,91335,,,,
E,W7750,91336,,,,
E,W7751,91336,,,,
E,W7752,91336,,,,
E,W7753,91336,,,,
E,W7754,91336,,,,
E,W7758,91336,,,,
E,W7759,91336,,,,
E,W7760,91333,,,,
E,W7761,91333,,,,
E,W7762,91333,,,,
E,W7763,91333,,,,
E,W7764,91333,,,,
E,W7768,91333,,,,
E,W7769,91333,,,,
E,W7770,91331,,,,
E,W7771,91331,,,,
E,W7772,91331,,,,
E,W7773,91331,,,,
E,W7774,91331,,,,
E,W7778,91331,,,,
E,W7779,91331,,,,
E,W7780,91338,,,,
E,W7781,91338,,,,
E,W7782,91338,,,,
E,W7783,91338,,,,
E,W7784,91338,,,,
E,W7788,91338,,,,
E,W7789,91338,,,,
E,W7790,91339,,,,
E,W7791,91339,,,,
E,W7792,91339,,,,
E,W7793,91339,,,,
E,W7794,91339,,,,
E,W7798,91339,,,,
E,W7799,91339,,,,
E,W7800,91100,,,,
E,W7801,91100,,,,
E,W7802,91100,,,,
E,W7803,91100,,,,
E,W7804,91100,,,,
E,W7808,91100,,,,
E,W7809,91100,,,,
E,W7810,91107,,,,
E,W7811,91107,,,,
E,W7812,91107,,,,
E,W7813,91107,,,,
E,W7814,91107,,,,
E,W7818,91107,,,,
E,W7819,91107,,,,
E,W7820,91106,,,,
E,W7821,91106,,,,
E,W7822,91106,,,,
E,W7823,91106,,,,
E,W7824,91106,,,,
E,W7828,91106,,,,
E,W7829,91106,,,,
E,W7830,91104,,,,
E,W7831,91104,,,,
E,W7832,91104,,,,
E,W7833,91104,,,,
E,W7834,91104,,,,
E,W7838,91104,,,,
E,W7839,91104,,,,
E,W7840,91105,,,,
E,W7841,91105,,,,
E,W7842,91105,,,,
E,W7843,91105,,,,
E,W7844,91105,,,,
E,W7848,91105,,,,
E,W7849,91105,,,,
E,W7850,91106,,,,
E,W7851,91106,,,,
E,W7852,91106,,,,
E,W7853,91106,,,,
E,W7854,91106,,,,
E,W7858,91106,,,,
E,W7859,91106,,,,
E,W7860,91103,,,,
E,W7861,91103,,,,
E,W7862,91103,,,,
E,W7863,91103,,,,
E,W7864,91103,,,,
E,W7868,91103,,,,
E,W7869,91103,,,,
E,W7870,91101,,,,
E,W7871,91101,,,,
E,W7872,91101,,,,
E,W7873,91101,,,,
E,W7874,91101,,,,
E,W7878,91101,,,,
E,W7879,91101,,,,
E,W7880,91108,,,,
E,W7881,91108,,,,
E,W7882,91108,,,,
E,W7883,91108,,,,
E,W7884,91108,,,,
E,W7888,91108,,,,
E,W7889,91108,,,,
E,W7890,91109,,,,
E,W7891,91109,,,,
E,W7892,91109,,,,
E,W7893,91109,,,,
E,W7894,91109,,,,
E,W7898,91109,,,,
E,W7899,91109,,,,
E,W7900,91100,,,,
E,W7901,91100,,,,
E,W7902,91100,,,,
E,W7903,91100,,,,
E,W7904,91100,,,,
E,W7908,91100,,,,
E,W7909,91100,,,,
E,W7910,91107,,,,
E,W7911,91107,,,,
E,W7912,91107,,,,
E,W7913,91107,,,,
E,W7914,91107,,,,
E,W7918,91107,,,,
E,W7919,91107,,,,
E,W7920,91106,,,,
E,W7921,91106,,,,
E,W7922,91106,,,,
E,W7923,91106,,,,
E,W7924,91106,,,,
E,W7928,91106,,,,
E,W7929,91106,,,,
E,W7930,91104,,,,
E,W7931,91104,,,,
E,W7932,91104,,,,
E,W7933,91104,,,,
E,W7934,91104,,,,
E,W7938,91104,,,,
E,W7939,91104,,,,
E,W7940,91105,,,,
E,W7941,91105,,,,
E,W7942,91105,,,,
E,W7943,91105,,,,
E,W7944,91105,,,,
E,W7948,91105,,,,
E,W7949,91105,,,,
E,W7950,91106,,,,
E,W7951,91106,,,,
E,W7952,91106,,,,
E,W7953,91106,,,,
E,W7954,91106,,,,
E,W7958,91106,,,,
E,W7959,91106,,,,
E,W7960,91103,,,,
E,W7961,91103,,,,
E,W7962,91103,,,,
E,W7963,91103,,,,
E,W7964,91103,,,,
E,W7968,91103,,,,
E,W7969,91103,,,,
E,W7970,91101,,,,
E,W7971,91101,,,,
E,W7972,91101,,,,
E,W7973,91101,,,,
E,W7974,91101,,,,
E,W7978,91101,,,,
E,W7979,91101,,,,
E,W7980,91108,,,,
E,W7981,91108,,,,
E,W7982,91108,,,,
E,W7983,91108,,,,
E,W7984,91108,,,,
E,W7988,91108,,,,
E,W7989,91108,,,,
E,W7990,91109,,,,
E,W7991,91109,,,,
E,W7992,91109,,,,
E,W7993,91109,,,,
E,W7994,91109,,,,
E,W7998,91109,,,,
E,W7999,91109,,,,
E,W8000,91200,,,,
E,W8001,91200,,,,
E,W8002,91200,,,,
E,W8003,91200,,,,
E,W8004,91200,,,,
E,W8008,91200,,,,
E,W8009,91200,,,,
E,W8010,91207,,,,
E,W8011,91207,,,,
E,W8012,91207,,,,
E,W8013,91207,,,,
E,W8014,91207,,,,
E,W8018,91207,,,,
E,W8019,91207,,,,
E,W8020,91206,,,,
E,W8021,91206,,,,
E,W8022,91206,,,,
E,W8023,91206,,,,
E,W8024,91206,,,,
E,W8028,91206,,,,
E,W8029,91206,,,,
E,W8030,91204,,,,
E,W8031,91204,,,,
E,W8032,91204,,,,
E,W8033,91204,,,,
E,W8034,91204,,,,
E,W8038,91204,,,,
E,W8039,91204,,,,
E,W8040,91205,,,,
E,W8041,91205,,,,
E,W8042,91205,,,,
E,W8043,91205,,,,
E,W8044,91205,,,,
E,W8048,91205,,,,
E,W8049,91205,,,,
E,W8050,91206,,,,
E,W8051,91206,,,,
E,W8052,91206,,,,
E,W8053,91206,,,,
E,W8054,91206,,,,
E,W8058,91206,,,,
E,W8059,91206,,,,
E,W8060,91203,,,,
E,W8061,91203,,,,
E,W8062,91203,,,,
E,W8063,91203,,,,
E,W8064,91203,,,,
E,W8068,91203,,,,
E,W8069,91203,,,,
E,W8070,91201,,,,
E,W8071,91201,,,,
E,W8072,91201,,,,
E,W8073,91201,,,,
E,W8074,91201,,,,
E,W8078,91201,,,,
E,W8079,91201,,,,
E,W8080,91208,,,,
E,W8081,91208,,,,
E,W8082,91208,,,,
E,W8083,91208,,,,
E,W8084,91208,,,,
E,W8088,91208,,,,
E,W8089,91208,,,,
